TWEET,BELIEF,CONFIDENCE
rt user nasas changing facts guess they thought you wouldnt notice global warming climate change eco url,Yes,0.4594
a religious take on climate change url,Yes,0.6312
a religious spin on climate change url,Yes,0.4683
los angeles a religious spin on climate change url,Yes,1
panel debates business cost of calif global warming law san diego panelists debated the economic merits of url,Yes,0.6102
user really wtf global warming,No,1
saarc plans expert group on climate change url,Yes,0.672
saving the hollywood sign ballot initiatives iceland s volcano and global warming url,Yes,0.6253
saving the hollywood sign ballot initiatives iceland s volcano and global warming url,Yes,0.703
letter global warming in god s hands knoxville news sentinel url,Yes,0.6468
news break story reid set to move on climate change bill ahead of immigration url,Yes,0.6544
global warming retreat except for california s government the state air board in its wisdom continues to advanc url,Yes,0.7165
only 12 of americans are very worried about global warming e p a makes its case on climate change url,No,0.6808
environmental groups praise basic meeting on climate change environmental groups are giving qualified praise to a url,Yes,1
environmental groups praise basic meeting on climate change environmental groups are giving qualified praise to a url,Yes,0.6787
uiy kerry action on climate bill remains likely ap ap the democratic sponsor of climate change legisl url,Yes,0.6473
global warming is james cameron a genocidal maniac by john nolte either james cameron is a genocidal maniac or url,Yes,0.6259
brooke shields annoyed with global warming doesn t exist reports url,Yes,0.6908
climbing out of the dark social justice replaces global warming climate change hanging on by it s fingernails url,No,0.6649
i d like to know who gives a rat s ass if immigration comes before climate change do your jobs regardless of order childrenactbetter,Yes,0.6275
environmental economics note to environmentalists part ii the climate change bill that was supposed to be unveil url,Yes,0.6551
only a third of americans believe global warming is human caused by bob ellis on april 26th 2 1 good news what url,No,0.4558
uiy climate bill placed on hold over senate dispute ap ap long awaited climate change legislation was url,Yes,0.6554
uiy climate bill placed on hold over senate dispute ap ap long awaited climate change legislation was url,Yes,0.6563
americans dont give a about global warming survey says retail investors from cities other than in the us fe url,No,0.3782
brochure on global warming 1992 brochure on global warming 1992 added by neham comments url,Yes,0.652
global warming of the heart earth day is over or is it thousands perhaps millions of conscious actions t url,Yes,0.762
in climate data that suggests global warming and then the assumption that it is our doing url,No,0.4952
natives gather in bolivia to criticize copenhagen club url,Yes,0.6638
realclearpolitics global warming panic attack with the senate about to begin a long awaited debate over energy url,No,0.4718
live chapmanu climate conference exciting climate debate coming up at 4 3 causes pf climate change url cubeyond,Yes,0.6422
looks like some ppl just gave some more fuel to slow down the california global warming law ab32 url,Yes,0.6733
in november of 2 8 i really wouldn t have predicted that immigration reform might move before climate change legislation via user,Yes,0.6546
rt user i m doing my part in contributing to both global warming and depletion of the ozone layer i m hot and sometimes i fart,No,0.6481
from the christian post methodist clergy listens to members on climate change url,Yes,0.6818
rt user the b cast interview minnesotans for global warming fight youtube takedowns url,Yes,1
wed 4 21 chapmanu climate change confab opens w film nite at knott studios 7pm into the arctic living sea free url,Yes,1
foes of california s global warming law pour money into a campaign to delay it url,Yes,0.6641
foes of california s global warming law pour money into a campaign to delay it url,No,0.398
ok that last part was a joke but here is the latest ranking for the un climate change panel url,Yes,0.649
